"GCAM_region_name","GCAM_region_ID","GCAM_commodity","year","est.cp_2005usd_tonne"
"USA","01","Beef",1971,9805.47635218779
"Africa_Eastern","02","Beef",1971,1466.35823599228
"Africa_Northern","03","Beef",1971,2578.15950935084
"Africa_Southern","04","Beef",1971,3156.88635062508
"Africa_Western","05","Beef",1971,2450.73048904982
"Australia_NZ","06","Beef",1971,8810.54387399562
"Brazil","07","Beef",1971,4517.77411320426
"Canada","08","Beef",1971,9197.00038882723
"Central America and Caribbean","09","Beef",1971,3635.6305007033
"Central Asia","10","Beef",1971,2445.90733684901
"China","11","Beef",1971,2478.62872026474
"EU-12","12","Beef",1971,5145.67890279076
"EU-15","13","Beef",1971,11955.9304153522
"Europe_Non_EU","15","Beef",1971,6152.31190376674
"European Free Trade Association","16","Beef",1971,27841.3335324482
"India","17","Beef",1971,1649.55538882232
"Indonesia","18","Beef",1971,1836.44038275349
"Japan","19","Beef",1971,28614.3939085044
"Mexico","20","Beef",1971,6266.92740566908
"Middle East","21","Beef",1971,11091.0359856427
"Pakistan","22","Beef",1971,2519.52676361665
"South Africa","24","Beef",1971,5839.71314015006
"South America_Northern","25","Beef",1971,6975.02098624082
"South America_Southern","26","Beef",1971,3549.43289229739
"South Asia","27","Beef",1971,1564.34854870399
"South Korea","28","Beef",1971,9175.98220685822
"Southeast Asia","29","Beef",1971,2556.94000178799
"Argentina","31","Beef",1971,5888.31199030635
"Colombia","32","Beef",1971,3253.10744752804
"HongKong_Macau","33","Beef",1971,8615.80433548689
"USA","01","Corn",1971,1851.87415110476
"Africa_Eastern","02","Corn",1971,427.885550161143
"Africa_Northern","03","Corn",1971,543.348950064227
"Africa_Southern","04","Corn",1971,514.316513435811
"Africa_Western","05","Corn",1971,588.208872634615
"Australia_NZ","06","Corn",1971,2128.73132018331
"Brazil","07","Corn",1971,860.772728016888
"Canada","08","Corn",1971,1937.29145254975
"Central America and Caribbean","09","Corn",1971,901.517116268136
"Central Asia","10","Corn",1971,432.177638297239
"China","11","Corn",1971,428.347211212971
"EU-12","12","Corn",1971,1288.75096965337
"EU-15","13","Corn",1971,2015.42556331441
"Europe_Non_EU","15","Corn",1971,993.026247121953
"European Free Trade Association","16","Corn",1971,3645.30948369083
"India","17","Corn",1971,497.854069967094
"Indonesia","18","Corn",1971,446.81158863558
"Japan","19","Corn",1971,2220.17479683409
"Mexico","20","Corn",1971,961.394879817741
"Middle East","21","Corn",1971,2383.20134994371
"Pakistan","22","Corn",1971,547.199952119182
"South Africa","24","Corn",1971,996.60910882878
"South America_Northern","25","Corn",1971,1249.12304658507
"South America_Southern","26","Corn",1971,944.098542450384
"South Asia","27","Corn",1971,475.462346258554
"South Korea","28","Corn",1971,1131.99227748717
"Southeast Asia","29","Corn",1971,644.665304257646
"Argentina","31","Corn",1971,1455.73813825127
"Colombia","32","Corn",1971,827.676597360365
"HongKong_Macau","33","Corn",1971,1288.99954171413
"USA","01","Dairy",1971,999.95880157863
"Africa_Eastern","02","Dairy",1971,420.971692129058
"Africa_Northern","03","Dairy",1971,538.78648547876
"Africa_Southern","04","Dairy",1971,624.692639135829
"Africa_Western","05","Dairy",1971,595.087697553929
"Australia_NZ","06","Dairy",1971,925.754739465681
"Brazil","07","Dairy",1971,853.526072440935
"Canada","08","Dairy",1971,876.539216646181
"Central America and Caribbean","09","Dairy",1971,854.075751035012
"Central Asia","10","Dairy",1971,586.672357126606
"China","11","Dairy",1971,921.091302218583
"EU-12","12","Dairy",1971,564.576135534423
"EU-15","13","Dairy",1971,1021.59649999806
"Europe_Non_EU","15","Dairy",1971,675.437576162104
"European Free Trade Association","16","Dairy",1971,2188.35537684135
"India","17","Dairy",1971,452.770778132702
"Indonesia","18","Dairy",1971,659.462190208487
"Japan","19","Dairy",1971,2146.43176261258
"Mexico","20","Dairy",1971,1314.78122699492
"Middle East","21","Dairy",1971,2945.65133602383
"Pakistan","22","Dairy",1971,346.53277949433
"South Africa","24","Dairy",1971,1026.87777973133
"South America_Northern","25","Dairy",1971,1189.66194134141
"South America_Southern","26","Dairy",1971,609.289561838656
"South Asia","27","Dairy",1971,437.706550077297
"South Korea","28","Dairy",1971,2154.57438295236
"Southeast Asia","29","Dairy",1971,575.152108217242
"Argentina","31","Dairy",1971,892.210380272961
"Colombia","32","Dairy",1971,627.010412227217
"HongKong_Macau","33","Dairy",1971,1377.77237707821
"USA","01","MiscCrop",1971,2660.04098562179
"Africa_Eastern","02","MiscCrop",1971,675.30451783624
"Africa_Northern","03","MiscCrop",1971,720.852416427865
"Africa_Southern","04","MiscCrop",1971,774.670182171188
"Africa_Western","05","MiscCrop",1971,776.159756300538
"Australia_NZ","06","MiscCrop",1971,3245.33245812386
"Brazil","07","MiscCrop",1971,1549.59563039006
"Canada","08","MiscCrop",1971,2317.84240590339
"Central America and Caribbean","09","MiscCrop",1971,1388.97340976821
"Central Asia","10","MiscCrop",1971,1808.68199070963
"China","11","MiscCrop",1971,999.295346430538
"EU-12","12","MiscCrop",1971,1409.20367178115
"EU-15","13","MiscCrop",1971,2617.74585629878
"Europe_Non_EU","15","MiscCrop",1971,1269.39700891383
"European Free Trade Association","16","MiscCrop",1971,5789.3168309726
"India","17","MiscCrop",1971,567.137126445738
"Indonesia","18","MiscCrop",1971,755.008440189292
"Japan","19","MiscCrop",1971,3412.89632514853
"Mexico","20","MiscCrop",1971,1838.37505041386
"Middle East","21","MiscCrop",1971,2465.17106733087
"Pakistan","22","MiscCrop",1971,792.569116610024
"South Africa","24","MiscCrop",1971,2212.59876323658
"South America_Northern","25","MiscCrop",1971,1922.51964814409
"South America_Southern","26","MiscCrop",1971,1168.96884858029
"South Asia","27","MiscCrop",1971,654.050160807797
"South Korea","28","MiscCrop",1971,1336.90708648098
"Southeast Asia","29","MiscCrop",1971,777.362295855185
"Argentina","31","MiscCrop",1971,2135.42856093638
"Colombia","32","MiscCrop",1971,1325.13798243457
"HongKong_Macau","33","MiscCrop",1971,2361.19874078982
"USA","01","OilCrop",1971,5031.97562256668
"Africa_Eastern","02","OilCrop",1971,1506.86398843205
"Africa_Northern","03","OilCrop",1971,1799.30510508211
"Africa_Southern","04","OilCrop",1971,1847.58954286817
"Africa_Western","05","OilCrop",1971,1742.23483035049
"Australia_NZ","06","OilCrop",1971,4660.94283479081
"Brazil","07","OilCrop",1971,2614.4635198859
"Canada","08","OilCrop",1971,4623.20407546182
"Central America and Caribbean","09","OilCrop",1971,2300.30537520026
"Central Asia","10","OilCrop",1971,1816.79195291684
"China","11","OilCrop",1971,1220.43726230235
"EU-12","12","OilCrop",1971,2988.18748574604
"EU-15","13","OilCrop",1971,4776.35940249606
"Europe_Non_EU","15","OilCrop",1971,2846.92806186567
"European Free Trade Association","16","OilCrop",1971,6636.46880277743
"India","17","OilCrop",1971,1417.1157418488
"Indonesia","18","OilCrop",1971,1403.73200327929
"Japan","19","OilCrop",1971,5502.124606921
"Mexico","20","OilCrop",1971,3173.60205262985
"Middle East","21","OilCrop",1971,4413.29519811893
"Pakistan","22","OilCrop",1971,1536.38703092469
"South Africa","24","OilCrop",1971,3468.55927155592
"South America_Northern","25","OilCrop",1971,4113.40481814817
"South America_Southern","26","OilCrop",1971,2567.92660292066
"South Asia","27","OilCrop",1971,1349.86128487854
"South Korea","28","OilCrop",1971,2436.1020044604
"Southeast Asia","29","OilCrop",1971,1821.84764508774
"Argentina","31","OilCrop",1971,3567.00098413148
"Colombia","32","OilCrop",1971,2437.17891559775
"HongKong_Macau","33","OilCrop",1971,3768.29094518945
"USA","01","OtherGrain",1971,3366.74336087117
"Africa_Eastern","02","OtherGrain",1971,432.283412352479
